IdColonia,IdInegi,NomColonia,Habitantes,Mujeres,Hombres,Pob0a14,Pob15a64,Pob18mas,ViviendasHabitadas,PromOcuxVivHab,Fundacion,ColinNorte,ColinSur,ColinOriente,ColinPoniente,ArroyoEntubado,ArroyoInterperie,Cerro,Barranco,CentroCultural,ParquesyJarines,JuegosInfantiles,PlazaCivica,CalleAlumbrado%,CallePavimento%,CalleAdoquin%,CalleEmpedrado%,CalleTerraceria%,VivAguaPot%,VivDrenaje%,VivFosaSep%,VivElectricidad%,RutasTransporte,OficinaCorreo,RegistroCivil,DeleAgencia,Cementerio,ModuloPoli,PatrullasColonia,PlumaIngresos,PobRelCatolica%,CP,ZonaC,Sele
108,078-C,Constitución,27515,14074,13381,7329,17994,18703,7133,3.1299999999999999,,División del Norte,"Los Maestros, Constituyentes, C.H. Las Fuentes, Zoquipan, GUSA.","La Huerta, Pedro Moreno, La Palmita, Venustiano Carranza","Villas de los Belenes, El Paraíso",FALSO,FALSO,FALSO,FALSO,"Centro Cultural Constitución Manuel M. Diéguez  y Venustiano Carranza, tel. 3672 1588.",FALSO,FALSO,FALSO,100,70,5,25,0,95,98.80000305,0.300000012,99.40000153,"50 B, 636, 30, 30A, 78, 380, 630-A, 630-B y 613.","Oficina Nº 45182, Luis Manuel Rojas s/n, Loc. 3, 4 y 5,  Tel. 3660 1896","Oficialía Nº 5,Interior del centro social recreativo (ex mercado bola), tel. 3660 9255, de lunes a viernes de  09:00 a 15:00 hrs., Lic. Maria Celina Fonseca Gutiérrez",-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45180,1B,0
109,079-H,Constituyentes,5753,2896,2857,1893,3622,3427,1299,4.43,,"Colinas de Tabachines, Tabachines, Balcones de la Cantera","Constitución, Pedro Moreno","División del Norte, La Palmita, Jardines del Auditorio",Industrial Belenes,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,60,10,30,0,90.59999847,98.19999695,0.200000003,98.80000305,"78, 380, 13, 70, 636-A, 50 por Periférico;  50-A, 50-B, 636, 142 por Pról. Federalismo.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,95,45184,1B,1
110,0,Copala,298,155,143,95,164,163,70,4.3799999999999999,1608,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,50,0,0,50,50,66.66999817,88.88999939,0,98.41000366,"Se cuenta con una única ruta, que sale a las 7, 12 y 17 hrs.",-Inexistente-,-Inexistente-,"AGENCIA: López Mateos Nº 53, 
Agente Municipal: Roberto Fernández Ayala, 
Celular: 3334729069",-Inexistente-,FALSO,FALSO,FALSO,100,,RN,0
111,0,Copalita Poblado,307,152,155,101,169,177,71,4.4000000000000004,Mas de 150 años,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,80,20,1.610000014,100,0,100,163 y 162,-Inexistente-,-Inexistente-,"AGENCIA: Dom. Conocido, Tel. 3331786477 y 3338433522, Agente Gerardo García Alvarado.",-Inexistente-,FALSO,FALSO,FALSO,100,45200,RS,0
112,081-E,"Coronilla, La",5104,2556,2534,1965,2973,2782,1340,5.0099999999999998,,Barranca de Huentitán,La Higuera,Cerro La Coronilla,"Mirador Escondido, Vista Hermosa.",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,85,5,1,19,75,38.90000153,46.70000076,28,98.09999847,231 y 636-A por San Juan Ines de la Cruz.,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45189,2B,1
113,0,Coronilla del Ocote,97,49,48,21,72,71,17,4.0999999999999996,,Despoblado,Despoblado,Despoblado,Despoblado,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,60,0,0,0,100,8.329999924,54.15999985,0,4.170000076,- Inexistente -,-Inexistente-,-Inexistente-,"AGENCIA: Rancho Villa Hermosa, 
Agente: Roberto Hidalgo Gamboa, 
Tel Celular: 3334552677.",-Inexistente-,FALSO,FALSO,FALSO,0,45189,RS,0
114,0,"Cueva, La",77,36,41,28,47,44,17,4.5300000000000002,,,Colinas de San Javier,,San Javier,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,0,0,0,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,,RS,0
115,083-D,División Del Norte,1579,782,797,422,1057,1075,441,3.8100000000000001,,Bosque Escondido,La Palmita,Unidad Auditorio,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,47,0,50,3,95.80000305,98.40000153,0,99.40000153,"50 B, 142, 641,  636, 380 y Tren Ligero.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45180,2A,1
116,307-H,DIF,129,76,53,38,70,78,29,3.92,,Parque Industrial Belenes Norte,San José del Bajío,San Isidro Ejidal,Estatuto Jurídico FOVISSSTE,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,0,0,0,0,0,96,0,100,0,,-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96,45149,1A,0
117,0,Don Bosco Vallarta,285,154,131,38,215,239,112,3.8700000000000001,1965,,Jardines de San Ignacio,La Gran Plaza,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,100,0,0,0,0,0,0,0,"45, 358, 629 643, 646 y Pretrón.",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,0,45049,5A,0
118,084-I,Ecológica Seattle,1238,667,571,310,830,833,314,3.94,,Los Maestros,"La hoja verde, Residencial Conjunto Patria, Patria Raquet",Seattle,"San Miguel de la Cañada, El Capullo",FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,4,0,96,0,97.40000153,96.80000305,0,99,"622, por San Jorge, 170 por Aurelio Ortega",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,93,45150,1B,1
119,0,Ejido Copalita,1824,883,941,601,1064,1019,400,4.6600000000000001,,,,,,FALSO,FALSO,FALSO,FALSO,-Inexistente-,FALSO,FALSO,FALSO,100,0,0,70,30,61.63999939,99.08999634,0,99.54000092,"Taray-2, 161 Molinos Ejido",-Inexistente-,-Inexistente-,-Inexistente-,-Inexistente-,FALSO,FALSO,FALSO,96.69999695,,RN,0
